,SMILES,STABILITY_SCORE,CHEMBL_ID
4755,Cl.CC(C(=O)Oc1ccc(C[C@H](N)C(O)=O)cc1)c1cccc(c1)C(=O)c1ccccc1,2.8,CHEMBL411510
4783,Oc1c(cc(Cl)c2cccnc12)C(NC(=O)COc1ccccc1)c1ccccc1C#N,0.2,CHEMBL481895
4824,Nc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1-c1nc(CNC(=O)C=C)co1,0.5,CHEMBL2035813
4828,O=C(Nc1ccc(cc1)C(=O)NCCN1CCCC1)Nc1ccc(cc1)-c1nc(O[C@H]2CCOC2)nc(n1)N1CCOCC1,0.5,CHEMBL1808990
4840,COc1ccc(cc1OC)-c1csc(Nc2ccc(cn2)C(F)(F)F)n1,2.5,CHEMBL1672197
4859,Cc1cnc2c(cccc2c1-c1cccc(Oc2cccc(c2)S(=O)(=O)CCC(C)(C)O)c1)C(F)(F)F,0.5,CHEMBL604582
4901,Cc1cc(on1)-c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1NC1CCNCC1,0.1,CHEMBL2312653
4962,COc1ccc(cc1)C(NC(=O)COc1cccc(c1)N(C)C)c1cc(Cl)c2cccnc2c1O,0.1,CHEMBL469894
4996,CNCCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,1.0,CHEMBL1224381
5026,C[C@@H]1[C@@H](O)C(C)(C)Nc2c(F)cc(c(Cl)c12)-c1cccc2cc[nH]c12,0.1,CHEMBL1682436
5033,CN(C)CC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,0.1,CHEMBL1086220
5066,Cc1c2CCCNC(C)(C)CNc3cc(ccc3C(N)=O)-n2c2CC(C)(C)CC(=O)c12,0.3,CHEMBL1760601
5068,Nc1nnc(Sc2ncc(s2)[N+]([O-])=O)s1,0.5,CHEMBL510038
5085,FC(F)(F)c1ccc(cc1S(=O)(=O)NC1CCN(CC1)C(=O)c1ccc(Cl)nc1)S(=O)(=O)c1ccccc1,0.1,CHEMBL605196
5093,COc1ccc(cc1C#Cc1nccs1)C(=O)N1CCN(CC1)c1ccccn1,0.3,CHEMBL1645022
5164,CC1=CN=C(NCCc2ccc(F)cc2)C(=O)N1CC(=O)NCCONC(N)=N,0.7,CHEMBL1083500
5169,CCn1ccc2c(nc(nc12)-c1ccc(NC(=O)Nc2ccc(cc2)C(=O)N2CCN(C)CC2)cc1)N1CCOCC1,0.3,CHEMBL1092403
5170,Oc1c(cc(Cl)c2cccnc12)C(NC(=O)CNCc1ccccc1)c1ccccc1Cl,0.1,CHEMBL475435
5180,CC(C)C(=O)OCOC(=O)c1sc2c(c(O)c(O)cc2c1Cl)[N+]([O-])=O,0.0,CHEMBL1089537
5212,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C1CC1)Cc1cc(F)c(F)cc1F,2.0,CHEMBL563272
